continente,pais,UF,via_de_acesso,ano,mes,data,total_chegadas
América do Norte,Estados Unidos,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,266
Ásia,Filipinas,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,12
Europa,França,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,26
Europa,Grécia,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,2
América Central e Caribe,Guatemala,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,4
Europa,Holanda,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,37
América Central e Caribe,Honduras,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,2
Ásia,Índia,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,18
Ásia,Indonésia,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,5
Europa,Irlanda,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,7
Europa,Islândia,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,9
Europa,Itália,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,118
Ásia,Japão,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,1
Europa,Letônia,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,5
Europa,Lituânia,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,4
África,Marrocos,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,1
África,Maurício,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,4
América do Norte,México,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,25
Ásia,Nepal,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,1
Oceania,Nova Zelândia,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,1
América do Sul,Paraguai,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,19
América do Sul,Peru,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,14
Europa,Polônia,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,101
Europa,Portugal,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,20
Europa,Reino Unido,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,130
Ásia,República da Coreia,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,10
Europa,República Tcheca,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,2
Europa,Romênia,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,1
Europa,Rússia,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,101
Europa,Suécia,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,1
Europa,Suíça,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,3
América Central e Caribe,Trinidad e Tobago,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,1
África,Tunísia,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,1
Ásia,Turcomenistão,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,1
Europa,Turquia,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,3
Europa,Ucrânia,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,6
América do Sul,Uruguai,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,1741
Oceania,Vanuatu,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,1
América do Sul,Venezuela,Rio de Janeiro (RJ) - Brasil,Marítima,2024,1,01/01/2024,18
África,África do Sul,Rio Grande do Sul (RS) - Brasil,Marítima,2024,1,01/01/2024,1
América do Sul,Argentina,Rio Grande do Sul (RS) - Brasil,Marítima,2024,1,01/01/2024,21
Europa,Rússia,Rio Grande do Sul (RS) - Brasil,Marítima,2024,1,01/01/2024,1
América do Sul,Argentina,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,2
Oceania,Austrália,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,1
Europa,Bélgica,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,2
América do Norte,Canadá,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,844
América do Sul,Colômbia,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,1
América do Norte,Estados Unidos,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,13
Ásia,Filipinas,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,4
Europa,França,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,1
Europa,Holanda,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,1
Europa,Irlanda,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,1
Ásia,Japão,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,1
Oceania,Nova Zelândia,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,1
Europa,Polônia,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,1
Europa,Portugal,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,1
Europa,Reino Unido,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,6
Europa,Suíça,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,1
América do Sul,Argentina,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,12
América do Sul,Chile,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,1
África,África do Sul,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,7
Europa,Alemanha,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,16
América do Sul,Argentina,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,6
Oceania,Austrália,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,8
Europa,Bélgica,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,3
América do Norte,Canadá,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,40
América do Sul,Chile,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,1
Ásia,China,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,1
América Central e Caribe,Costa Rica,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,2
América Central e Caribe,Cuba,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,2
América do Sul,Equador,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,14
Europa,Espanha,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,1
América do Norte,Estados Unidos,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,396
Ásia,Filipinas,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,1
Europa,Holanda,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,12
Ásia,Índia,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,2
Europa,Irlanda,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,10
Europa,Itália,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,4
África,Marrocos,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,1
América do Norte,México,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,5
Europa,Montenegro,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,1
Europa,Noruega,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,5
Oceania,Nova Zelândia,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,6
Europa,Polônia,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,3
Europa,Portugal,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,2
Europa,Reino Unido,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,69
Europa,Suíça,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,9
África,África do Sul,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,1
Europa,Alemanha,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,2
América do Sul,Argentina,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,4954
América do Sul,Bolívia,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,4
América do Norte,Canadá,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,8
América do Sul,Chile,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,59
América do Sul,Colômbia,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,50
América do Sul,Equador,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,2
Europa,Espanha,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,22
América do Norte,Estados Unidos,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,25
Europa,França,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,4
Europa,Grécia,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,4
Europa,Holanda,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,4
Europa,Hungria,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,2
Europa,Itália,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,24
Europa,Luxemburgo,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,1
América do Norte,México,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,10
Europa,Noruega,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,2
América do Sul,Peru,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,8
América Central e Caribe,Porto Rico,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,10
Europa,Portugal,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,2
Europa,Rússia,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,9
Europa,Suécia,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,2
Europa,Turquia,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,2
Europa,Ucrânia,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,2
América do Sul,Uruguai,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,670
América do Sul,Venezuela,Santa Catarina (SC) - Brasil,Marítima,2024,1,01/01/2024,7
África,África do Sul,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,14
Europa,Alemanha,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,6
Europa,Andorra,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,1
América do Sul,Argentina,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,1209
Europa,Áustria,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,1
América do Sul,Bolívia,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,11
América do Norte,Canadá,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,1
América do Sul,Chile,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,89
América do Sul,Colômbia,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,34
América Central e Caribe,Cuba,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,2
Europa,Dinamarca,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,1
América do Sul,Equador,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,3
Europa,Espanha,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,19
América do Norte,Estados Unidos,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,32
Europa,França,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,6
Europa,Holanda,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,8
Europa,Hungria,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,1
Ásia,Índia,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,1
Europa,Irlanda,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,5
Europa,Itália,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,55
Ásia,Japão,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,1
Europa,Luxemburgo,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,1
África,Marrocos,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,2
América do Norte,México,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,4
Europa,Noruega,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,2
América Central e Caribe,Panamá,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,1
América do Sul,Paraguai,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,6
América do Sul,Peru,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,12
Europa,Portugal,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,41
Europa,Reino Unido,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,8
Ásia,República da Coreia,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,2
África,República Democrática do Congo,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,3
Europa,Romênia,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,8
Europa,Rússia,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,7
Europa,Sérvia,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,3
Europa,Suécia,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,1
Europa,Suíça,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,3
Ásia,Tailândia,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,1
Europa,Ucrânia,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,1
América do Sul,Uruguai,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,142
América do Sul,Venezuela,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,1
Europa,Alemanha,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,5
América do Sul,Argentina,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,1752
Oceania,Austrália,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,1
América do Sul,Bolívia,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,8
Europa,Bulgária,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,12
América do Sul,Chile,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,22
América do Sul,Colômbia,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,14
América Central e Caribe,Costa Rica,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,9
Europa,Croácia,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,1
América do Sul,Equador,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,1
Europa,Espanha,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,5
América do Norte,Estados Unidos,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,8
Europa,França,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,1
Europa,Holanda,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,2
Europa,Itália,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,15
América do Norte,México,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,1
América do Sul,Paraguai,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,2
América do Sul,Peru,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,8
Europa,Reino Unido,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,3
Europa,Romênia,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,1
Europa,Rússia,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,2
Europa,Turquia,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,2
Europa,Ucrânia,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,5
América do Sul,Uruguai,São Paulo (SP) - Brasil,Marítima,2024,1,01/01/2024,226
África,África do Sul,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,1
Europa,Alemanha,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,11
Oceania,Austrália,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,21
Europa,Bélgica,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,3
América do Norte,Canadá,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,136
América do Sul,Chile,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,2
América do Sul,Colômbia,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,2
Europa,Dinamarca,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,2
Europa,Espanha,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,8
América do Norte,Estados Unidos,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,1727
Ásia,Filipinas,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,4
Europa,França,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,4
Europa,Holanda,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,33
Ásia,Indonésia,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,2
Europa,Irlanda,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,2
Europa,Itália,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,2
Ásia,Japão,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,4
Europa,Luxemburgo,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,2
América do Norte,México,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,3
Oceania,Nova Zelândia,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,5
América do Sul,Peru,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,1
Europa,Portugal,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,1
África,Quênia,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,1
Europa,Reino Unido,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,74
Europa,Suíça,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,3
Ásia,Taiwan,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,2
Europa,Ucrânia,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,2
Europa,Áustria,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,1
Europa,Bélgica,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,6
América do Sul,Bolívia,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,1
América do Norte,Canadá,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,3
Ásia,China,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,2
América do Sul,Colômbia,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,2
América Central e Caribe,Cuba,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,11
Europa,França,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,150
América do Sul,Guiana,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,1
América Central e Caribe,Haiti,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,1
Europa,Holanda,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,4
Europa,Itália,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,2
África,Marrocos,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,15
América do Sul,Peru,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,7
América Central e Caribe,República Dominicana,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,2
África,Somália,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,1
África,Sudão,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,4
Europa,Suíça,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,1
América do Sul,Suriname,Amapá (AP) - Brasil,Fluvial,2024,1,01/01/2024,2
Europa,França,Pará (PA) - Brasil,Fluvial,2024,1,01/01/2024,4
Europa,Alemanha,Rio Grande do Sul (RS) - Brasil,Fluvial,2024,1,01/01/2024,10
América do Sul,Argentina,Rio Grande do Sul (RS) - Brasil,Fluvial,2024,1,01/01/2024,4731
América do Sul,Bolívia,Rio Grande do Sul (RS) - Brasil,Fluvial,2024,1,01/01/2024,1
América do Sul,Chile,Rio Grande do Sul (RS) - Brasil,Fluvial,2024,1,01/01/2024,3
Europa,Espanha,Rio Grande do Sul (RS) - Brasil,Fluvial,2024,1,01/01/2024,1
América do Norte,Estados Unidos,Rio Grande do Sul (RS) - Brasil,Fluvial,2024,1,01/01/2024,3
Europa,França,Rio Grande do Sul (RS) - Brasil,Fluvial,2024,1,01/01/2024,1
Europa,Itália,Rio Grande do Sul (RS) - Brasil,Fluvial,2024,1,01/01/2024,1
América do Sul,Paraguai,Rio Grande do Sul (RS) - Brasil,Fluvial,2024,1,01/01/2024,152
Europa,Reino Unido,Rio Grande do Sul (RS) - Brasil,Fluvial,2024,1,01/01/2024,1
América do Sul,Uruguai,Rio Grande do Sul (RS) - Brasil,Fluvial,2024,1,01/01/2024,23
África,África do Sul,Rio Grande do Sul (RS) - Brasil,Fluvial,2024,1,01/01/2024,1
Europa,Alemanha,Rio Grande do Sul (RS) - Brasil,Fluvial,2024,1,01/01/2024,1
América do Sul,Argentina,Rio Grande do Sul (RS) - Brasil,Fluvial,2024,1,01/01/2024,4585
América do Sul,Bolívia,Rio Grande do Sul (RS) - Brasil,Fluvial,2024,1,01/01/2024,4
América do Sul,Chile,Rio Grande do Sul (RS) - Brasil,Fluvial,2024,1,01/01/2024,1
América do Sul,Colômbia,Rio Grande do Sul (RS) - Brasil,Fluvial,2024,1,01/01/2024,3
Europa,Espanha,Rio Grande do Sul (RS) - Brasil,Fluvial,2024,1,01/01/2024,4
América do Norte,Estados Unidos,Rio Grande do Sul (RS) - Brasil,Fluvial,2024,1,01/01/2024,2
Europa,França,Rio Grande do Sul (RS) - Brasil,Fluvial,2024,1,01/01/2024,4
Continente não especificado,Países não especificados,Rio Grande do Sul (RS) - Brasil,Fluvial,2024,1,01/01/2024,1
América do Sul,Paraguai,Rio Grande do Sul (RS) - Brasil,Fluvial,2024,1,01/01/2024,332
América do Sul,Peru,Rio Grande do Sul (RS) - Brasil,Fluvial,2024,1,01/01/2024,2
Europa,Suíça,Rio Grande do Sul (RS) - Brasil,Fluvial,2024,1,01/01/2024,1
América do Sul,Uruguai,Rio Grande do Sul (RS) - Brasil,Fluvial,2024,1,01/01/2024,2
América do Sul,Venezuela,Rio Grande do Sul (RS) - Brasil,Fluvial,2024,1,01/01/2024,1
Europa,Alemanha,Santa Catarina (SC) - Brasil,Fluvial,2024,1,01/01/2024,1
América do Sul,Argentina,Santa Catarina (SC) - Brasil,Fluvial,2024,1,01/01/2024,1934
Europa,Espanha,Santa Catarina (SC) - Brasil,Fluvial,2024,1,01/01/2024,1
América do Sul,Paraguai,Santa Catarina (SC) - Brasil,Fluvial,2024,1,01/01/2024,50
América do Sul,Uruguai,Santa Catarina (SC) - Brasil,Fluvial,2024,1,01/01/2024,5
Europa,Alemanha,Alagoas (AL) - Brasil,Aérea,2024,2,01/02/2024,15
América do Sul,Argentina,Alagoas (AL) - Brasil,Aérea,2024,2,01/02/2024,955
Europa,Bélgica,Alagoas (AL) - Brasil,Aérea,2024,2,01/02/2024,6
América do Sul,Chile,Alagoas (AL) - Brasil,Aérea,2024,2,01/02/2024,1
Ásia,China,Alagoas (AL) - Brasil,Aérea,2024,2,01/02/2024,1
América do Sul,Colômbia,Alagoas (AL) - Brasil,Aérea,2024,2,01/02/2024,1
Europa,Dinamarca,Alagoas (AL) - Brasil,Aérea,2024,2,01/02/2024,1
Europa,Eslovênia,Alagoas (AL) - Brasil,Aérea,2024,2,01/02/2024,3
Europa,Espanha,Alagoas (AL) - Brasil,Aérea,2024,2,01/02/2024,17
América do Norte,Estados Unidos,Alagoas (AL) - Brasil,Aérea,2024,2,01/02/2024,4
Europa,França,Alagoas (AL) - Brasil,Aérea,2024,2,01/02/2024,34
Europa,Holanda,Alagoas (AL) - Brasil,Aérea,2024,2,01/02/2024,4
Europa,Irlanda,Alagoas (AL) - Brasil,Aérea,2024,2,01/02/2024,3
Ásia,Israel,Alagoas (AL) - Brasil,Aérea,2024,2,01/02/2024,1
Europa,Itália,Alagoas (AL) - Brasil,Aérea,2024,2,01/02/2024,44
Europa,Letônia,Alagoas (AL) - Brasil,Aérea,2024,2,01/02/2024,1
Europa,Lituânia,Alagoas (AL) - Brasil,Aérea,2024,2,01/02/2024,1
América Central e Caribe,Panamá,Alagoas (AL) - Brasil,Aérea,2024,2,01/02/2024,2
Europa,Polônia,Alagoas (AL) - Brasil,Aérea,2024,2,01/02/2024,1
Europa,Portugal,Alagoas (AL) - Brasil,Aérea,2024,2,01/02/2024,298
Europa,Reino Unido,Alagoas (AL) - Brasil,Aérea,2024,2,01/02/2024,2
Europa,República Tcheca,Alagoas (AL) - Brasil,Aérea,2024,2,01/02/2024,2
Europa,Suíça,Alagoas (AL) - Brasil,Aérea,2024,2,01/02/2024,7
América do Sul,Uruguai,Alagoas (AL) - Brasil,Aérea,2024,2,01/02/2024,3
América do Sul,Venezuela,Alagoas (AL) - Brasil,Aérea,2024,2,01/02/2024,1
África,África do Sul,Amazonas (AM) - Brasil,Aérea,2024,2,01/02/2024,4
Europa,Alemanha,Amazonas (AM) - Brasil,Aérea,2024,2,01/02/2024,39
América do Sul,Argentina,Amazonas (AM) - Brasil,Aérea,2024,2,01/02/2024,6
Oceania,Austrália,Amazonas (AM) - Brasil,Aérea,2024,2,01/02/2024,9
Europa,Áustria,Amazonas (AM) - Brasil,Aérea,2024,2,01/02/2024,2
Europa,Bélgica,Amazonas (AM) - Brasil,Aérea,2024,2,01/02/2024,4
América do Norte,Canadá,Amazonas (AM) - Brasil,Aérea,2024,2,01/02/2024,85
América do Sul,Chile,Amazonas (AM) - Brasil,Aérea,2024,2,01/02/2024,2
Ásia,China,Amazonas (AM) - Brasil,Aérea,2024,2,01/02/2024,17
Ásia,"China, Hong Kong",Amazonas (AM) - Brasil,Aérea,2024,2,01/02/2024,2
Ásia,Cingapura,Amazonas (AM) - Brasil,Aérea,2024,2,01/02/2024,1
América do Sul,Colômbia,Amazonas (AM) - Brasil,Aérea,2024,2,01/02/2024,155
América Central e Caribe,Costa Rica,Amazonas (AM) - Brasil,Aérea,2024,2,01/02/2024,31
Europa,Croácia,Amazonas (AM) - Brasil,Aérea,2024,2,01/02/2024,1
América Central e Caribe,Cuba,Amazonas (AM) - Brasil,Aérea,2024,2,01/02/2024,3
Europa,Dinamarca,Amazonas (AM) - Brasil,Aérea,2024,2,01/02/2024,3
América Central e Caribe,El Salvador,Amazonas (AM) - Brasil,Aérea,2024,2,01/02/2024,4
América do Sul,Equador,Amazonas (AM) - Brasil,Aérea,2024,2,01/02/2024,13
Europa,Eslováquia,Amazonas (AM) - Brasil,Aérea,2024,2,01/02/2024,3
Europa,Eslovênia,Amazonas (AM) - Brasil,Aérea,2024,2,01/02/2024,1
Europa,Espanha,Amazonas (AM) - Brasil,Aérea,2024,2,01/02/2024,21
